"","home","Pts","X1stD","TotYd","TOLost","TOGained","Cmp","SkYds","QBR","RA","Pnt","ToP","X3DRate"
"1",1,13,20,325,4,4,32,13,52.1,24,6,1971,0.4
"2",0,14,16,210,1,2,14,32,81.2,21,7,1391,0.2
"3",1,30,24,365,2,2,23,3,77.8,37,3,2090,0.4375
"4",1,20,19,349,1,2,23,28,81.5,28,7,1970,0.4375
"5",0,6,23,341,3,0,23,2,45.9,28,4,1996,0.428571428571429
"6",1,20,20,300,0,1,18,15,85.8,35,6,2003,0.411764705882353
"7",0,17,19,285,1,0,13,2,89.3,32,4,1721,0.5
"8",1,20,15,246,0,4,25,7,111.5,29,5,2188,0.4
"9",0,20,22,332,0,0,30,23,92.2,24,10,2103,0.142857142857143
"10",1,17,15,304,1,0,27,0,84.7,12,5,1445,0.1
"11",0,36,24,431,0,2,22,0,113.3,35,5,2057,0.375
"12",0,19,18,288,1,2,18,18,63.7,36,4,2026,0.352941176470588
"13",0,13,14,327,3,3,18,40,47.8,24,4,1619,0.0909090909090909
"14",1,13,14,224,2,1,21,26,38.4,21,8,1696,0.352941176470588
"15",1,25,19,335,1,2,28,17,105.1,28,7,1988,0.285714285714286
"16",0,6,10,184,1,1,19,18,50.3,15,9,1515,0.142857142857143
"17",1,13,21,335,1,1,18,28,66.5,26,4,1786,0.166666666666667
"18",0,16,14,367,2,1,22,23,77.1,19,7,1548,0.294117647058824
"19",1,7,17,244,2,1,16,34,58.3,26,8,1729,0.285714285714286
"20",1,10,14,172,1,2,20,37,61.1,17,8,1490,0.333333333333333
"21",0,3,22,424,1,1,29,22,74.9,24,5,1841,0.230769230769231
"22",0,7,13,265,2,1,20,1,64.6,21,5,1564,0.384615384615385
"23",1,31,21,323,1,2,20,35,71.9,31,7,1883,0.3125
"24",0,13,23,383,1,0,23,22,70.7,35,7,2218,0.214285714285714
"25",0,13,17,281,2,1,15,7,73.4,32,5,1653,0.333333333333333
"26",1,7,13,185,3,2,20,38,56.6,17,10,1500,0.333333333333333
"27",1,20,12,272,2,3,17,17,81,22,7,1561,0.230769230769231
"28",0,0,10,157,2,0,12,30,52.5,23,8,1435,0.230769230769231
"29",0,13,19,281,1,1,12,26,46.2,31,5,1711,0.214285714285714
"30",1,13,18,305,0,1,25,19,93.5,24,7,1797,0.153846153846154
"31",0,0,15,232,0,1,9,23,45.8,36,7,1845,0.375
"32",1,27,18,311,2,0,14,26,46.2,25,6,1492,0.333333333333333
"33",0,23,14,250,0,3,17,25,100.9,26,5,1806,0.333333333333333
"34",1,31,23,452,3,1,26,9,116.5,27,3,1884,0.583333333333333
"35",0,6,12,160,2,1,18,51,33.6,17,6,1564,0.230769230769231
"36",1,19,15,286,1,3,17,12,73.5,27,4,1808,0.384615384615385
"37",1,17,12,242,1,1,7,10,67.8,32,7,1538,0.285714285714286
"38",0,14,22,462,1,0,26,15,89.7,27,3,2003,0.230769230769231
"39",1,20,19,354,1,0,21,9,81.2,22,2,1622,0.363636363636364
"40",1,7,17,326,2,0,23,25,74.9,23,4,1866,0.3
"41",0,24,27,458,1,0,28,16,105.6,37,4,2445,0.4375
"42",1,13,15,281,3,0,23,3,67.1,20,5,1617,0.3125
"43",0,31,15,367,1,4,8,11,97.9,34,6,1689,0.272727272727273
"44",1,16,16,293,0,1,26,13,79.9,27,9,2140,0.1875
"45",0,15,17,285,1,2,19,2,62.7,27,8,1764,0.411764705882353
"46",1,22,29,432,2,0,35,32,91.9,18,4,1773,0.230769230769231
"47",0,28,14,285,2,5,13,0,81.7,27,7,1441,0.363636363636364
"48",0,13,20,331,1,0,25,0,74.7,19,5,1631,0.181818181818182
"49",1,27,20,366,2,2,27,0,100.7,24,3,1715,0.363636363636364
"50",0,24,24,421,1,0,32,0,87.8,18,6,1783,0.411764705882353
"51",0,7,17,232,1,1,29,43,75,12,5,1592,0.0769230769230769
"52",1,11,14,188,2,2,19,32,55.9,19,11,1695,0.176470588235294
"53",1,34,22,351,0,3,19,14,103.6,36,7,2119,0.421052631578947
"54",0,38,15,216,0,4,12,0,134.6,25,3,1490,0.428571428571429
"55",0,15,15,317,3,0,23,20,87.1,21,4,1600,0.307692307692308
"56",1,9,23,339,2,0,15,19,34.2,37,4,2289,0.357142857142857
"57",1,21,21,363,2,2,20,7,83.4,32,5,1971,0.384615384615385
"58",0,38,12,372,1,5,9,15,140.6,37,5,1838,0.466666666666667
"59",1,42,20,406,0,3,10,19,83.1,29,2,1431,0.4
"60",0,13,19,312,1,1,19,20,63.3,26,5,1616,0.307692307692308
"61",0,10,14,257,2,1,16,24,44.8,19,5,1493,0.272727272727273
"62",1,27,17,302,0,3,14,0,126.7,34,4,1668,0.5
"63",1,23,18,277,2,2,16,10,97.5,39,2,2046,0.428571428571429
"64",0,9,11,158,2,0,21,12,63.9,18,7,1580,0.181818181818182
"65",1,6,15,318,2,0,24,27,63,22,6,1903,0.285714285714286
"66",0,19,20,339,1,1,22,15,96.9,29,2,1925,0.454545454545455
"67",1,31,26,448,3,2,30,0,98,30,1,1970,0.615384615384615
"68",0,28,29,466,3,3,29,34,100.8,23,5,1979,0.5
"69",1,17,19,309,1,1,21,20,63.2,24,8,1882,0.357142857142857
"70",1,28,18,275,0,0,18,0,132.7,27,3,1656,0.444444444444444
"71",0,7,13,200,1,1,15,44,68.1,19,6,1462,0.272727272727273
"72",0,13,13,193,2,2,13,3,44.1,27,6,1654,0.333333333333333
"73",0,14,16,244,3,1,17,42,56.8,22,7,1600,0.1
"74",1,22,16,337,0,2,20,14,100.6,33,6,2150,0.352941176470588
"75",0,24,16,317,3,3,19,7,56.5,24,4,1731,0.428571428571429
"76",1,52,17,348,0,5,13,7,115,26,6,1384,0.125
"77",0,24,19,329,0,2,16,15,130.5,30,4,1969,0.5
"78",1,6,13,280,2,0,20,18,56.7,20,8,1536,0.266666666666667
"79",1,27,23,387,3,0,24,9,109,20,4,1513,0.166666666666667
"80",0,6,15,245,3,2,26,40,61,19,5,1729,0.25
"81",1,34,19,352,3,1,18,21,112.6,26,3,1712,0.545454545454545
"82",0,10,11,213,0,1,17,4,75.8,13,8,1336,0.166666666666667
"83",1,6,12,258,1,1,19,10,69.2,18,4,1661,0.2
"84",0,24,13,328,0,3,16,7,125.7,26,7,1607,0.384615384615385
"85",0,10,17,334,4,3,12,18,24.7,36,4,2023,0.277777777777778
"86",1,24,16,308,1,4,15,13,83.6,26,5,1467,0.111111111111111
"87",1,27,16,388,1,0,14,0,101.9,41,8,1918,0.0833333333333333
"88",0,18,18,320,0,1,18,8,67.7,36,8,1947,0.125
"89",1,13,12,285,2,2,17,9,50.6,21,6,1538,0.285714285714286
"90",0,13,13,213,4,2,12,5,74.4,29,8,1628,0.230769230769231
"91",0,7,19,345,3,1,36,8,54.8,17,5,1793,0.4
"92",1,3,9,212,1,0,15,0,43.3,15,8,1213,0.0833333333333333
"93",1,21,15,317,2,1,14,10,57.8,29,6,1570,0.363636363636364
"94",1,31,16,319,0,2,14,13,158,33,5,1720,0.2
"95",0,23,14,205,0,3,14,0,86,30,6,1674,0.416666666666667
"96",0,16,21,364,0,1,22,0,75.7,33,5,2310,0.230769230769231
"97",0,0,10,185,2,1,17,10,33,23,10,1670,0.2
"98",1,9,17,283,0,1,18,20,82.5,25,6,1797,0.25
"99",0,37,18,320,2,2,14,7,85.9,33,5,1584,0.461538461538462
"100",0,17,12,288,1,5,18,19,108.6,23,6,1671,0.428571428571429
"101",1,19,23,345,3,0,21,28,64.3,29,2,2134,0.333333333333333
"102",0,28,23,387,1,0,27,10,125.4,22,2,1668,0.666666666666667
"103",1,10,20,345,4,1,32,20,48.5,20,7,2103,0.473684210526316
"104",1,10,18,339,1,0,27,16,74.5,17,5,1548,0.285714285714286
"105",0,9,16,280,0,1,17,10,70.8,34,7,2069,0.352941176470588
"106",1,10,12,227,1,1,17,9,64.6,28,8,1879,0.153846153846154
"107",0,21,13,247,2,1,20,36,95.6,17,6,1444,0.2
"108",0,10,7,162,2,0,14,35,39.3,13,8,1323,0.0833333333333333
"109",1,14,21,312,5,0,24,27,51.7,23,7,1972,0.428571428571429
"110",0,3,13,183,0,1,18,31,61.1,17,4,1649,0.25
"111",1,21,13,177,2,2,11,12,33,29,8,1737,0.307692307692308
"112",1,6,9,123,3,2,17,72,35.4,22,7,1922,0.142857142857143
"113",1,46,19,373,1,3,22,8,117.4,33,5,2065,0.357142857142857
"114",1,20,14,332,2,0,15,12,87.9,22,4,1421,0.416666666666667
"115",0,41,26,418,2,2,22,0,145.8,32,2,1783,0.666666666666667
"116",0,35,24,412,0,2,21,11,97.5,31,2,1832,0.384615384615385
"117",1,10,21,375,5,2,22,13,47.7,22,3,1724,0.533333333333333
"118",0,27,12,249,1,1,11,17,82.8,32,7,1681,0.307692307692308
"119",1,33,28,425,1,2,22,7,75.1,40,2,2341,0.684210526315789
"120",0,51,20,473,0,3,14,0,146.8,39,2,1830,0.5
"121",1,33,19,443,0,4,26,22,122.6,25,4,1891,0.375
"122",0,7,15,254,1,0,23,16,77.4,17,6,1358,0.272727272727273
"123",1,26,24,415,1,0,28,27,91.8,25,3,2126,0.214285714285714
"124",0,32,18,303,1,2,21,7,95.2,24,4,1738,0.272727272727273
"125",1,35,17,307,2,1,16,1,110.7,17,5,1248,0.285714285714286
"126",0,42,19,352,1,2,15,16,86.9,43,5,2206,0.375
"127",0,27,20,402,1,1,22,15,113.8,26,4,1804,0.428571428571429
"128",1,13,15,251,2,3,20,20,69.4,26,7,1851,0.333333333333333
"129",0,33,23,365,0,3,18,8,96.1,26,2,1709,0.363636363636364
"130",1,34,24,432,1,1,24,12,106.5,33,2,2048,0.533333333333333
"131",1,35,33,521,2,2,29,4,123.4,35,1,2056,0.727272727272727
"132",1,38,25,556,0,1,26,9,157.5,20,2,1666,0.166666666666667
"133",0,33,30,468,2,0,23,8,87.1,30,1,1770,0.333333333333333
"134",0,23,24,444,1,1,14,27,54.8,39,3,2110,0.470588235294118
"135",0,39,20,339,0,4,18,9,125.9,36,4,1971,0.416666666666667
"136",1,29,23,416,0,1,20,26,108.7,34,7,2050,0.444444444444444
"137",0,35,23,483,1,1,28,0,115.7,19,1,1579,0.375
"138",1,36,25,456,0,1,28,11,111.8,23,2,1763,0.5
"139",1,54,29,455,2,5,31,34,114.2,21,4,1823,0.357142857142857
"140",0,30,24,344,2,2,17,12,67.1,29,3,1696,0.454545454545455
"141",0,6,14,214,4,3,21,25,18.9,13,3,1391,0.25
"142",1,23,23,407,3,1,35,14,73.5,18,3,1704,0.333333333333333
"143",0,31,33,461,1,0,19,24,113.9,41,2,2224,0.666666666666667
"144",1,48,28,377,0,4,17,0,122.4,42,3,1910,0.625
"145",0,30,22,349,1,3,23,3,68.6,32,4,1996,0.529411764705882
"146",1,27,20,380,1,1,19,18,110,30,4,1821,0.384615384615385
"147",0,20,20,344,3,1,24,14,78.2,24,2,1703,0.428571428571429
"148",1,40,36,518,4,1,45,27,78.7,11,1,1644,0.363636363636364
"149",0,29,24,477,2,1,29,0,83.3,18,3,1482,0.272727272727273
"150",1,7,10,157,1,2,13,30,59.7,22,5,1268,0
"151",0,37,23,381,0,3,23,0,102,36,3,2229,0.5
"152",1,24,19,470,0,0,17,0,119.3,26,5,1637,0.538461538461538
"153",0,12,16,306,4,2,22,25,37.6,23,8,1700,0.0714285714285714
"154",1,17,13,283,2,1,11,0,69.9,34,6,1636,0.3
"155",1,6,14,221,2,0,26,13,60.5,9,4,1204,0.222222222222222
"156",0,34,27,549,0,1,33,10,116.6,30,4,2077,0.533333333333333
"157",1,28,26,455,2,1,22,0,92.3,35,3,1864,0.538461538461538
"158",0,21,23,289,1,0,34,22,82.8,14,5,1434,0.333333333333333
"159",0,31,24,395,1,2,27,0,85.7,24,6,1941,0.384615384615385
"160",1,31,25,424,0,5,29,8,106.8,33,4,2218,0.611111111111111
"161",1,20,23,422,1,0,20,6,78.6,40,3,2138,0.529411764705882
"162",0,37,30,449,1,3,20,9,140.7,39,2,1873,0.583333333333333
"163",0,32,28,478,2,2,23,10,110.3,32,0,1932,0.6
"164",1,17,15,240,1,1,25,18,100.8,23,5,1602,0.384615384615385
"165",0,30,20,429,1,0,21,9,110.4,35,5,2135,0.4
"166",0,16,17,311,1,0,19,0,72,19,6,1325,0.333333333333333
"167",1,24,24,371,1,2,23,9,107,34,5,1955,0.307692307692308
"168",0,17,31,471,4,2,35,15,64.9,29,6,2190,0.411764705882353
"169",1,23,24,389,1,3,27,19,94.8,29,4,2016,0.6
"170",0,27,22,413,2,2,39,0,99.8,20,5,1993,0.533333333333333
"171",1,20,14,308,4,3,19,16,50.7,28,7,1557,0.307692307692308
"172",0,38,30,463,1,2,37,7,104.3,31,1,2333,0.6
"173",1,24,17,318,1,1,16,5,74.1,36,6,1906,0.214285714285714
"174",1,20,16,303,1,0,22,20,86.5,19,5,1545,0.181818181818182
"175",0,9,20,334,1,0,24,18,59.8,29,4,1970,0.473684210526316
"176",1,18,21,333,2,1,22,8,63.8,30,5,2271,0.4
"177",1,34,18,386,0,2,20,9,154.6,23,1,1486,0.545454545454545
"178",0,27,21,371,2,2,19,8,100.7,29,3,1708,0.333333333333333
"179",1,34,22,407,0,0,27,12,132.7,24,3,1810,0.666666666666667
"180",1,20,24,401,2,0,26,0,89.5,23,1,1490,0.545454545454545
"181",0,26,24,476,1,2,25,7,96.5,29,5,1983,0.2
"182",0,38,22,365,2,4,22,17,107.5,34,4,1942,0.181818181818182
"183",1,28,22,374,0,2,28,7,116.6,19,1,1640,0.692307692307692
"184",0,38,26,467,0,1,22,8,122.4,31,4,2015,0.363636363636364
"185",1,16,22,347,2,1,31,41,67.4,21,4,1941,0.266666666666667
"186",0,10,16,278,2,0,27,19,66.2,10,3,1257,0.3
"187",0,28,15,353,3,1,21,17,92.4,20,5,1220,0.307692307692308
"188",1,37,24,418,0,2,26,5,117.2,27,3,2025,0.416666666666667
"189",0,30,18,356,0,2,23,20,136.4,21,3,1744,0.5
"190",1,20,20,332,1,1,21,35,101.1,29,3,2106,0.5
"191",0,30,22,356,3,1,21,0,46.8,33,2,1800,0.5
"192",0,20,20,373,3,2,26,9,94.9,20,2,1581,0.333333333333333
"193",1,24,19,265,2,2,21,37,88.2,27,4,1884,0.588235294117647
"194",1,10,19,243,3,4,29,49,58.1,18,4,1726,0.461538461538462
"195",1,31,24,337,3,3,27,0,100.7,26,0,1824,0.6
"196",0,20,15,339,1,0,18,10,101.9,20,3,1564,0.375
"197",0,9,21,257,2,0,32,54,66.3,18,4,2074,0.333333333333333
"198",1,10,14,323,3,0,29,35,82.1,15,6,1830,0.352941176470588
"199",1,24,22,360,1,1,26,4,95.6,29,5,2225,0.5
"200",1,14,16,223,0,0,22,20,88.8,21,5,1804,0.615384615384615
"201",0,13,9,206,0,0,13,27,75.8,24,9,1724,0.266666666666667
"202",1,17,18,256,2,0,25,19,77.5,20,5,1679,0.272727272727273
"203",0,20,17,336,0,0,16,35,101.5,30,6,1733,0.357142857142857
"204",0,10,13,198,2,2,14,24,44.1,28,4,1654,0.384615384615385
"205",1,23,20,319,2,2,14,30,38.6,33,3,1747,0.333333333333333
"206",1,17,20,282,1,2,22,19,89.1,22,3,1779,0.333333333333333
"207",0,12,13,156,1,2,12,27,62.4,17,4,1361,0.363636363636364
"208",1,51,26,388,0,4,24,0,124.7,36,0,2195,0.6
"209",0,10,12,277,1,0,11,21,74.7,26,5,1688,0.363636363636364
"210",0,16,14,269,1,2,13,24,47.4,28,6,1795,0.285714285714286
"211",0,9,18,295,1,1,27,15,66.2,25,7,1829,0.375
"212",1,41,33,444,1,3,21,2,117.1,45,2,2353,0.647058823529412
"213",0,27,25,417,1,3,19,13,106.9,50,4,2750,0.5
"214",1,16,23,357,2,3,26,14,65.9,29,5,1759,0.357142857142857
"215",0,20,17,338,1,3,16,14,87.4,31,4,1806,0.4
"216",0,17,20,293,2,1,23,22,76.3,19,6,1557,0.285714285714286
"217",1,39,22,452,2,1,24,0,118.1,30,3,1778,0.538461538461538
"218",1,27,26,365,0,2,24,0,94.1,33,3,2046,0.571428571428571
"219",1,26,23,362,0,2,32,14,100.6,23,5,2109,0.6
"220",0,34,24,391,0,1,26,0,101.8,31,4,2155,0.529411764705882
"221",1,20,19,294,0,1,24,20,104.9,27,4,1900,0.333333333333333
"222",0,28,20,290,2,1,18,0,62.8,27,5,1680,0.545454545454545
"223",0,31,24,327,1,2,20,27,73.2,36,7,2090,0.529411764705882
"224",0,34,21,266,1,3,20,6,86.4,37,4,2125,0.473684210526316
"225",1,14,14,215,2,2,15,8,76.8,22,8,1405,0.25
"226",1,31,24,352,1,2,26,3,104.4,32,4,2130,0.363636363636364
"227",0,12,25,386,3,1,31,43,72.7,14,5,1601,0.307692307692308
"228",1,35,20,318,2,3,17,15,89.3,29,7,1797,0.461538461538462
"229",0,13,21,325,3,2,26,35,72.6,15,3,1448,0.384615384615385
"230",0,30,25,412,0,2,28,0,94.4,36,4,2410,0.5625
"231",1,14,18,251,2,1,18,11,53.6,22,5,1609,0.454545454545455
"232",1,31,24,325,0,3,14,4,100.4,35,3,1834,0.636363636363636
"233",0,23,22,328,2,1,20,19,59.1,31,5,2097,0.411764705882353
"234",0,31,21,432,1,2,14,6,119.6,41,7,2266,0.428571428571429
"235",1,23,30,481,1,0,29,8,80.8,32,5,2192,0.3125
"236",1,23,25,432,1,1,22,0,110.9,36,2,2219,0.333333333333333
"237",1,24,22,335,1,0,27,16,126.2,29,5,2079,0.5
"238",0,10,18,337,2,1,20,0,50.6,18,4,1496,0.428571428571429
"239",0,31,18,394,0,2,22,12,119.2,28,6,1843,0.470588235294118
"240",1,41,20,373,0,4,24,4,131.8,35,5,2311,0.4
"241",0,16,23,469,1,2,40,0,91.8,14,3,1999,0.470588235294118
"242",1,45,22,428,2,4,13,0,100.7,38,2,1808,0.545454545454545
"243",0,40,21,376,0,3,23,7,135.4,23,1,1685,0.5
"244",1,27,22,275,0,4,24,11,100.2,28,6,1960,0.384615384615385
"245",0,27,25,384,1,4,30,10,106.8,26,5,2174,0.615384615384615
"246",1,30,24,426,1,1,25,64,100.5,19,5,1794,0.384615384615385
"247",0,24,28,421,2,2,34,7,88.5,28,6,2221,0.529411764705882
"248",1,23,16,286,3,3,24,8,58.5,15,4,1414,0.222222222222222
"249",0,30,24,392,0,0,22,16,135.1,37,2,1975,0.538461538461538
"250",1,19,21,453,0,0,24,12,101.3,26,2,1963,0.5
"251",0,27,25,454,1,1,34,3,100.5,18,3,1955,0.5
"252",1,23,20,354,6,1,28,5,40,24,4,1961,0.4375
"253",0,24,20,424,2,0,26,8,109,24,1,1762,0.615384615384615
"254",1,23,15,283,1,5,18,6,77.7,23,6,1576,0.0909090909090909
"255",0,20,26,362,1,0,34,15,92.8,11,4,1453,0.25
"256",1,34,22,394,0,3,23,5,141.8,38,2,2337,0.692307692307692
"257",0,31,19,344,0,3,25,8,141.5,22,4,1732,0.545454545454545
"258",1,17,15,278,0,1,28,25,82.9,16,7,1675,0.214285714285714
"259",0,17,18,367,2,1,25,25,94.1,14,6,1489,0.272727272727273
"260",1,31,19,393,0,1,33,17,116.1,16,6,1817,0.538461538461538
"261",0,23,24,377,2,2,23,0,84.4,30,2,2229,0.454545454545455
"262",1,23,26,457,1,0,34,22,90,15,3,1761,0.428571428571429
"263",1,28,26,363,1,0,37,12,108.2,22,3,2127,0.5
"264",1,31,15,291,1,1,20,0,148.4,18,4,1331,0.333333333333333
"265",0,13,20,292,4,1,34,36,44.8,14,4,2059,0.4
"266",0,10,12,289,4,2,20,8,69.1,20,5,1409,0.4
"267",1,10,16,226,1,0,23,10,83.3,16,5,1470,0.333333333333333
"268",0,28,24,420,3,0,24,20,70.7,20,2,1606,0.142857142857143
"269",1,13,22,355,1,0,30,28,94.4,22,3,2026,0.5
"270",0,34,26,423,1,2,28,39,82.9,30,7,2289,0.555555555555556
"271",0,21,18,285,2,2,20,4,80.9,23,4,1588,0.461538461538462
"272",1,27,19,243,2,7,29,21,84.2,21,6,2032,0.357142857142857
"273",0,24,25,402,2,0,37,7,92.4,20,5,1828,0.533333333333333
"274",1,20,20,307,1,2,28,49,90.7,20,5,2066,0.4375
"275",1,37,28,568,1,2,31,3,128.5,25,3,1878,0.545454545454545
"276",0,10,19,309,3,0,24,19,46.8,19,6,1621,0.25
"277",1,56,26,488,4,5,24,6,138.7,36,2,1959,0.727272727272727
"278",0,28,23,411,2,0,25,10,86.2,22,5,1628,0.666666666666667
"279",0,20,20,397,1,2,29,9,82.4,21,5,1699,0.153846153846154
"280",1,13,12,287,1,0,19,26,70.2,13,5,1425,0.307692307692308
"281",0,7,16,254,1,3,29,42,82.2,16,5,1607,0.266666666666667
"282",1,21,22,291,1,1,20,15,105.9,26,4,1745,0.5
"283",0,27,19,322,0,3,20,7,95.1,28,3,1788,0.5
"284",0,19,22,346,1,2,31,8,91,27,7,1918,0.333333333333333
"285",1,24,21,315,2,3,27,21,84.6,23,4,1763,0.5625
"286",1,29,22,500,1,3,30,3,105.5,34,3,2223,0.4375
"287",0,37,26,465,1,0,24,1,116.8,24,2,1619,0.454545454545455
"288",1,20,20,407,1,0,26,0,102.3,20,3,1757,0.545454545454545
"289",0,30,18,403,0,4,30,0,106.5,22,5,1929,0.466666666666667
"290",1,3,16,288,3,0,29,35,55.7,16,5,1727,0.4375
"291",1,26,21,395,2,2,23,8,89.1,35,4,2127,0.285714285714286
"292",0,24,25,402,0,1,30,17,95,22,5,1895,0.647058823529412
"293",0,39,26,438,0,1,24,5,108.6,32,4,2053,0.642857142857143
"294",1,48,22,378,0,4,19,13,110.6,35,6,2152,0.5625
"295",1,25,29,418,3,2,24,12,53.9,32,1,2096,0.4
"296",0,21,23,413,3,0,30,32,99,21,4,1650,0.25
"297",0,10,21,378,2,2,22,0,64.7,31,4,2085,0.357142857142857
"298",1,20,28,496,4,0,37,2,108.8,27,0,2345,0.5
"299",0,16,17,302,0,2,30,18,91.4,14,7,1928,0.333333333333333
"300",1,21,21,375,4,3,25,5,66.8,24,5,1641,0.5
"301",1,10,22,326,3,1,22,20,73.3,24,2,1592,0.454545454545455
"302",0,19,21,319,1,2,30,14,79.4,18,4,1725,0.5
"303",0,0,15,230,4,0,25,59,50.5,16,5,1701,0.285714285714286
"304",0,23,22,328,1,1,22,1,81.2,33,5,2073,0.5
"305",1,20,21,373,1,1,23,10,118.2,30,1,2138,0.6
"306",1,17,25,414,2,1,24,7,102.4,26,2,1826,0.666666666666667
"307",1,24,19,374,0,1,27,12,111.3,22,5,1943,0.230769230769231
"308",0,35,27,528,1,0,26,7,130.6,29,3,1635,0.5
"309",0,45,26,442,0,2,20,15,111.1,31,2,1646,0.454545454545455
"310",1,48,25,571,1,2,28,22,142,25,3,2029,0.615384615384615
"311",0,23,19,372,1,1,15,17,95.8,32,3,1732,0.166666666666667
"312",0,24,22,362,2,0,27,25,100.3,18,4,1791,0.272727272727273
"313",1,30,21,386,1,2,22,17,84.9,26,2,1830,0.5
"314",1,33,25,367,0,0,28,11,128.2,19,2,1723,0.444444444444444
"315",0,43,31,461,1,2,25,19,142.4,34,0,2008,0.6
"316",0,15,11,303,1,1,18,12,77.2,13,4,1310,0.181818181818182
"317",1,38,28,360,1,1,26,25,103.1,30,2,2062,0.444444444444444
"318",1,28,32,418,1,1,22,7,89.1,30,1,1912,0.6
"319",0,42,18,286,0,5,18,17,116,25,8,1628,0.307692307692308
"320",1,41,29,550,1,1,18,0,144.4,41,2,2161,0.555555555555556
"321",0,33,21,408,0,2,27,21,119.2,24,3,1965,0.428571428571429
"322",1,38,25,465,0,1,27,8,139,22,4,1785,0.545454545454545
"323",0,23,18,372,0,0,21,13,114.3,23,3,1834,0.454545454545455
"324",1,34,19,364,0,2,19,29,103.7,27,4,1717,0.454545454545455
"325",0,30,26,428,3,0,24,17,75.5,28,2,1955,0.444444444444444
"326",1,17,25,389,3,0,24,0,61.8,29,3,1875,0.384615384615385
"327",1,17,19,339,1,1,24,9,85.3,19,3,1536,0.545454545454545
"328",0,7,21,343,0,0,23,10,98.4,22,2,1555,0.222222222222222
"329",0,25,18,386,2,1,18,8,112.1,32,5,1699,0.357142857142857
"330",0,17,17,355,1,2,24,11,94.4,18,4,1628,0.333333333333333
"331",1,27,22,336,1,2,22,11,103.2,34,2,1926,0.538461538461538
"332",0,34,22,279,1,2,19,5,114.7,30,3,1821,0.642857142857143
"333",1,34,23,516,1,0,27,0,125.7,28,2,1806,0.785714285714286
"334",1,9,15,275,0,0,16,0,72.9,22,4,1558,0.1
"335",1,20,26,343,3,1,15,10,53.7,37,2,2081,0.583333333333333
"336",0,24,24,410,0,1,17,3,86.6,35,4,1995,0.6
"337",0,13,15,331,2,1,22,24,81.3,20,5,1572,0.153846153846154
"338",1,22,20,371,0,3,28,6,90.1,26,5,2082,0.375
"339",0,12,16,299,1,2,21,26,54.9,18,6,1670,0.266666666666667
"340",1,31,23,442,1,1,23,0,116.1,32,4,1782,0.545454545454545
"341",1,37,24,407,0,0,26,15,146.3,22,6,1760,0.363636363636364
"342",1,36,25,495,0,1,29,16,132.7,24,1,1762,0.733333333333333
"343",0,17,22,324,1,1,31,43,91.2,19,4,1852,0.428571428571429
"344",1,34,26,417,0,2,31,8,124.7,22,4,1899,0.615384615384615
"345",1,23,22,423,1,0,31,23,113.2,20,3,1937,0.538461538461538
"346",0,38,25,491,1,1,26,13,120.2,24,2,1976,0.769230769230769
"347",0,16,25,382,2,1,38,19,100.7,19,3,1883,0.357142857142857
"348",1,19,19,354,1,0,24,17,92,18,2,1683,0.5
"349",0,17,21,366,4,1,35,37,99.6,16,2,1859,0.333333333333333
"350",1,16,16,131,1,1,16,34,78.8,15,5,1221,0.222222222222222
"351",0,20,22,344,2,0,28,25,95,24,4,1849,0.25
"352",1,40,23,435,0,3,22,11,97,27,6,1840,0.384615384615385
"353",0,24,16,427,2,4,15,6,126,21,5,1351,0.4
"354",0,34,27,489,1,1,32,3,109.5,30,5,2086,0.461538461538462
"355",0,12,27,345,3,0,33,32,82.9,17,4,1813,0.25
"356",1,24,19,367,3,3,27,10,78.6,17,3,1626,0.3
"357",0,24,25,397,1,0,29,0,121.1,20,1,1717,0.8
"358",1,10,24,422,1,0,35,33,85.7,17,3,1841,0.357142857142857
"359",0,32,22,373,1,1,32,14,101.4,20,5,1740,0.5625
"360",0,33,31,444,0,0,30,15,143.2,25,3,1967,0.545454545454545
"361",1,10,14,224,3,0,22,38,78.6,15,5,1371,0.25
"362",1,20,30,510,3,0,39,19,98.3,17,1,1847,0.333333333333333
"363",0,26,24,317,1,0,20,8,77.6,34,2,2026,0.4
"364",0,29,20,349,0,4,22,19,108.2,26,3,1886,0.428571428571429
"365",1,22,22,337,2,2,28,46,64.2,19,6,1898,0.25
"366",1,18,27,348,3,0,35,53,78.7,26,3,2137,0.375
"367",1,40,22,461,0,4,20,11,107.7,32,4,1904,0.416666666666667
"368",0,29,20,290,1,2,25,9,94.1,20,5,1752,0.538461538461538
"369",1,24,28,518,2,1,32,1,85.7,27,3,1987,0.538461538461538
"370",0,28,28,373,1,3,30,27,81,30,2,2182,0.388888888888889
"371",1,25,28,506,2,0,37,16,97.3,21,2,1764,0.5
"372",0,39,22,380,0,3,24,6,122.2,34,4,2028,0.470588235294118
"373",1,26,22,371,1,2,19,11,66.4,25,6,1510,0.307692307692308
"374",0,16,24,327,0,0,28,36,88.5,25,3,1822,0.25
"375",1,16,21,373,1,0,21,19,61.4,24,3,1615,0.461538461538462
"376",0,40,24,462,1,3,30,8,135.7,37,2,2407,0.529411764705882
"377",1,22,26,388,1,0,31,16,103.5,26,4,1845,0.5
"378",0,25,28,401,1,1,21,11,84,36,1,2190,0.333333333333333
"379",1,34,23,363,1,1,25,13,110.5,32,5,2007,0.461538461538462
