"","home","Pts","X1stD","TotYd","TOLost","TOGained","Cmp","SkYds","QBR","RA","Pnt","ToP","X3DRate"
"5578",1,17,16,260,1,2,12,8,38.6,24,5,1384,0.363636363636364
"5579",1,17,21,311,0,1,26,12,84.6,17,3,1385,0.222222222222222
"5580",0,23,18,342,0,1,18,30,105.7,37,4,2033,0.4375
"5581",1,0,16,265,5,1,21,49,38,25,5,1797,0.307692307692308
"5582",0,28,15,307,0,3,17,18,131.4,24,5,1584,0.461538461538462
"5583",1,26,16,276,1,1,13,7,47,29,4,1604,0.416666666666667
"5584",0,27,24,341,0,2,35,9,110.4,27,4,2177,0.5
"5585",0,24,24,384,4,0,26,26,69.1,19,2,1563,0.363636363636364
"5586",1,0,12,239,2,0,17,4,29.8,24,6,1703,0.266666666666667
"5587",0,11,17,256,4,0,20,40,58.5,27,6,1907,0.285714285714286
"5588",1,24,16,370,2,1,24,40,105.8,18,4,1598,0.384615384615385
"5589",1,29,24,351,0,1,30,28,94.6,24,5,2288,0.307692307692308
"5590",0,17,19,340,1,1,27,25,89.1,17,5,1855,0.428571428571429
"5591",1,22,22,423,2,3,22,16,75.2,32,4,2077,0.578947368421053
"5592",0,23,30,521,3,0,32,19,106.5,20,0,2000,0.3
"5593",1,33,26,521,0,3,25,20,98.6,21,4,1868,0.307692307692308
"5594",0,27,16,359,1,0,18,33,98.3,19,5,1550,0.222222222222222
"5595",0,17,22,367,1,0,24,9,88.3,25,5,1954,0.461538461538462
"5596",1,31,21,377,1,2,19,17,109.5,25,2,1672,0.4
"5597",0,24,14,359,0,1,21,21,125.8,13,6,1542,0.272727272727273
"5598",0,17,14,254,1,0,17,26,90.2,19,6,1523,0.2
"5599",1,17,22,325,0,0,31,6,79.3,23,7,1946,0.214285714285714
"5600",1,34,23,300,0,2,21,34,98.7,25,4,1751,0.538461538461538
"5601",0,17,19,323,1,1,25,39,65.1,19,5,1777,0.357142857142857
"5602",0,44,35,540,1,0,37,29,101.6,20,3,2059,0.416666666666667
"5603",1,0,9,175,1,0,19,29,44.7,13,7,1386,0.3125
"5604",0,10,13,213,0,1,18,37,86.2,22,9,1863,0.166666666666667
"5605",1,21,20,335,2,4,22,18,99,33,8,2046,0.333333333333333
"5606",1,27,16,312,0,3,17,0,96.2,23,4,1466,0.222222222222222
"5607",1,27,31,491,2,0,34,8,92.8,20,2,1941,0.545454545454545
"5608",0,34,24,335,0,3,22,23,82.4,29,6,2203,0.25
"5609",1,23,22,447,3,0,24,6,89.4,29,3,1984,0.333333333333333
"5610",1,42,22,481,0,2,25,8,158.3,23,3,1824,0.6
"5611",0,31,21,374,0,1,23,49,122.8,26,3,1993,0.615384615384615
"5612",0,11,13,184,0,0,23,22,82.9,11,5,1449,0.2
"5613",1,24,23,388,0,2,17,8,83.3,27,4,1882,0.444444444444444
"5614",0,8,19,198,1,0,23,38,75.4,28,6,2116,0.0666666666666667
"5615",0,31,19,322,0,3,21,0,125.4,26,3,1723,0.538461538461538
"5616",1,20,18,341,1,1,18,28,92.4,28,4,1824,0.384615384615385
"5617",1,21,12,292,0,3,16,11,76.8,24,7,1538,0.333333333333333
"5618",0,23,22,383,3,1,26,17,66.6,32,5,2252,0.357142857142857
"5619",0,23,25,432,1,1,27,11,71.2,30,5,2096,0.4
"5620",0,43,31,522,0,1,32,0,127.5,32,1,2476,0.545454545454545
"5621",1,42,26,488,0,1,18,11,106.1,35,3,2086,0.5
"5622",0,37,24,369,0,1,21,12,123.3,26,1,1900,0.454545454545455
"5623",1,30,22,403,0,0,27,12,146,26,2,1778,0.545454545454545
"5624",0,10,13,201,2,0,16,53,29.1,21,7,1897,0.411764705882353
"5625",0,35,22,379,0,1,23,0,132.4,27,5,1734,0.583333333333333
"5626",1,22,24,400,1,0,27,0,110.9,24,1,1932,0.454545454545455
"5627",0,34,21,405,0,2,25,11,145.8,31,3,2190,0.5
"5628",1,24,16,395,2,1,24,10,106.9,25,5,1901,0.384615384615385
"5629",0,31,21,367,4,2,27,10,109.6,18,3,1669,0.444444444444444
"5630",1,41,28,393,0,3,21,0,132.3,39,2,2264,0.545454545454545
"5631",1,30,20,437,0,1,25,7,128.1,25,4,1899,0.416666666666667
"5632",0,31,26,410,0,0,26,0,133.6,31,2,2130,0.727272727272727
"5633",1,24,20,291,0,1,20,47,84.8,27,6,1749,0.416666666666667
"5634",1,40,27,448,1,2,21,17,125.2,37,0,2197,0.5
"5635",0,35,17,316,1,2,19,3,147.4,19,2,1472,0.571428571428571
"5636",0,3,14,229,3,0,20,15,48,15,4,1524,0.1
"5637",1,35,25,323,0,2,22,28,141.3,31,3,2005,0.555555555555556
"5638",0,30,21,353,0,2,23,8,112.3,25,3,1808,0.454545454545455
"5639",1,27,23,367,1,2,20,12,94.2,33,3,2081,0.6
"5640",0,25,21,466,1,2,27,11,101.8,22,2,2039,0.363636363636364
"5641",0,24,22,323,0,1,17,26,123.3,31,3,1937,0.25
"5642",1,24,19,304,1,2,27,27,124.3,15,3,1626,0.5
"5643",0,24,24,335,0,3,22,0,90.4,34,3,2255,0.428571428571429
"5644",0,7,19,301,2,0,19,11,68.1,25,4,1893,0.166666666666667
"5645",1,17,22,393,1,2,23,5,74.9,32,3,2349,0.5
"5646",0,31,21,467,0,0,23,13,146.7,19,2,1739,0.636363636363636
"5647",1,36,21,399,1,3,28,0,97.2,32,5,2380,0.368421052631579
"5648",1,45,27,439,0,3,29,21,138.7,24,4,2100,0.4
"5649",0,31,26,346,0,0,23,18,129.8,25,3,1870,0.555555555555556
"5650",1,24,19,311,0,4,24,0,115.1,24,5,1699,0.3
"5651",1,37,29,481,0,0,31,0,109.9,32,2,2313,0.538461538461538
"5652",0,30,22,378,3,0,24,16,94.5,27,1,2019,0.571428571428571
"5653",0,7,21,338,2,0,26,33,71.2,18,4,1717,0.333333333333333
"5654",1,27,26,414,1,1,19,23,127.2,38,2,2235,0.555555555555556
"5655",0,14,14,315,2,2,27,7,103,25,7,2005,0.4
"5656",1,27,24,443,2,1,21,7,88.3,35,5,2209,0.428571428571429
"5657",1,22,22,301,0,0,25,15,94.7,20,3,1669,0.4
"5658",1,10,15,278,1,0,28,36,81.5,20,6,1872,0.25
"5659",0,21,16,232,1,1,23,0,99,12,5,1373,0
"5660",0,17,21,398,1,2,19,13,89.6,31,2,2028,0.5
"5661",0,9,19,389,3,1,23,8,52.8,25,1,2082,0.533333333333333
"5662",1,31,20,415,2,2,14,16,143.3,39,4,2155,0.461538461538462
"5663",1,17,15,271,0,1,24,12,93.4,19,4,1652,0.5
"5664",0,33,19,342,2,1,17,17,104.3,21,2,1466,0.142857142857143
"5665",0,28,21,357,0,3,18,0,85.7,32,3,1948,0.461538461538462
"5666",1,24,27,345,2,1,22,22,89.2,35,1,2239,0.444444444444444
"5667",0,26,17,301,1,4,24,16,76.9,25,1,1920,0.142857142857143
"5668",1,41,20,315,0,4,17,16,90.4,33,3,2044,0.583333333333333
"5669",1,16,17,291,2,0,17,17,80.5,28,1,1935,0.333333333333333
"5670",1,10,9,166,0,0,18,23,70.2,17,7,1387,0.214285714285714
"5671",0,7,14,186,2,0,11,40,27.8,32,5,1744,0.333333333333333
"5672",0,30,19,374,2,1,20,7,91.4,24,1,1668,0.5
"5673",1,14,12,223,2,0,12,19,80.6,16,9,1171,0
"5674",1,26,17,306,0,3,20,24,118.2,21,4,1539,0.272727272727273
"5675",0,34,27,514,4,2,29,0,106.9,35,2,2316,0.647058823529412
"5676",0,10,23,328,1,0,24,32,58.6,33,7,2362,0.478260869565217
"5677",1,19,22,340,3,1,31,5,67,18,3,1727,0.625
"5678",1,14,12,288,1,1,12,7,81.8,33,7,1656,0.333333333333333
"5679",0,49,23,449,2,3,21,8,106,25,1,1671,0.5
"5680",1,16,19,329,2,1,23,10,66.4,17,5,1643,0.307692307692308
"5681",0,14,10,239,5,4,15,3,74.6,23,6,1563,0.25
"5682",1,13,19,323,1,3,14,11,91,42,4,2170,0.357142857142857
"5683",0,17,15,282,1,2,16,12,96.8,27,6,1717,0.333333333333333
"5684",1,3,16,369,7,0,18,7,36.3,20,2,1650,0.3
"5685",0,7,6,162,6,1,12,5,21,18,6,1465,0.333333333333333
"5686",0,41,23,364,1,3,17,7,112.3,39,5,2222,0.5
"5687",1,38,34,481,1,2,28,6,88.9,24,2,1847,0.363636363636364
"5688",1,34,24,448,2,4,27,0,92.6,20,5,1725,0.363636363636364
"5689",0,20,12,273,0,2,20,9,74.4,21,8,1719,0.285714285714286
"5690",1,31,21,331,1,5,21,5,92.6,35,5,2018,0.428571428571429
"5691",0,24,17,374,2,0,21,25,85.3,23,3,1753,0.454545454545455
"5692",1,23,17,390,2,2,21,10,114.8,33,3,2091,0.5
"5693",1,11,14,287,3,2,15,0,51.9,22,4,1328,0.272727272727273
"5694",0,7,20,271,4,0,20,10,45.3,17,3,1528,0.285714285714286
"5695",0,8,14,245,2,0,21,11,42.2,19,7,1734,0
"5696",0,24,21,336,0,2,26,14,110,28,7,2171,0.4
"5697",1,17,18,386,2,0,29,6,87.4,23,4,1906,0.4375
"5698",0,10,17,281,3,1,15,10,22.9,20,2,1467,0.363636363636364
"5699",1,23,21,404,3,3,31,25,70.4,19,8,1871,0
"5700",1,40,14,351,0,3,15,5,77.9,28,4,1769,0.166666666666667
"5701",0,21,26,402,4,1,29,11,59.7,20,3,1822,0.142857142857143
"5702",0,28,20,390,4,1,18,0,66.5,26,2,1722,0.666666666666667
"5703",1,35,15,379,0,3,10,0,120.1,36,7,1761,0.416666666666667
"5704",0,24,19,344,1,2,22,2,107.6,34,6,1976,0.285714285714286
"5705",1,28,19,438,6,2,22,10,80,27,5,1753,0.533333333333333
"5706",0,3,10,204,2,1,16,11,55.8,19,6,1426,0.2
"5707",0,19,19,306,2,2,18,12,52.7,33,8,1882,0.307692307692308
"5708",1,34,22,382,2,0,27,9,108.7,24,1,1819,0.583333333333333
"5709",0,9,17,304,1,0,25,9,82.1,15,5,1557,0.181818181818182
"5710",0,31,35,481,3,0,27,18,97.8,28,2,2030,0.636363636363636
"5711",1,19,18,281,0,3,17,7,79.4,31,7,2103,0.166666666666667
"5712",0,13,16,304,1,2,17,11,63.8,23,7,1702,0.307692307692308
"5713",1,34,20,344,2,2,9,0,88.4,46,4,2109,0.416666666666667
"5714",1,12,17,281,2,1,25,27,90.5,20,7,1836,0.25
"5715",1,17,21,333,3,0,24,32,57.8,21,4,1863,0.384615384615385
"5716",0,10,17,381,4,0,20,13,74.3,28,4,1783,0.428571428571429
"5717",1,28,16,334,1,2,12,0,89.4,31,5,1660,0.466666666666667
"5718",1,21,15,286,2,3,18,0,105.5,34,9,1337,0.307692307692308
"5719",1,24,24,436,2,1,27,9,88.3,33,3,1579,0.428571428571429
"5720",0,20,18,328,0,2,19,35,68.4,25,7,1547,0.222222222222222
"5721",1,23,19,350,3,5,10,20,45.1,55,8,2186,0.277777777777778
"5722",0,24,20,343,1,0,19,21,50.8,31,8,1657,0.3125
"5723",1,24,20,322,1,1,19,24,97.4,32,5,1524,0.470588235294118
"5724",0,23,15,268,1,3,21,24,66.9,30,7,1812,0.473684210526316
"5725",0,17,20,299,3,0,22,23,69.5,25,3,1650,0.384615384615385
"5726",1,13,25,470,3,0,18,0,52.2,38,3,1814,0.307692307692308
"5727",0,10,16,227,1,1,22,23,61.1,22,9,1484,0.214285714285714
"5728",1,37,14,313,0,4,20,0,121.9,38,6,2022,0.421052631578947
"5729",1,31,19,405,2,1,18,0,86.7,31,7,1491,0.357142857142857
"5730",0,6,14,214,5,2,18,37,26.5,22,7,1690,0.0909090909090909
"5731",0,27,25,366,2,4,17,25,100.7,44,4,1955,0.384615384615385
"5732",1,19,18,390,1,2,15,6,66.6,51,6,2191,0.368421052631579
"5733",0,20,19,393,0,1,16,23,91.7,35,4,1633,0.307692307692308
"5734",0,23,15,360,1,3,16,6,90.5,33,5,1832,0.333333333333333
"5735",1,29,13,315,0,2,16,0,98.6,33,4,1723,0.333333333333333
"5736",1,10,18,292,0,0,23,33,79.7,22,5,1706,0.428571428571429
"5737",0,17,17,316,2,3,21,5,58.9,23,9,1744,0.3125
"5738",0,17,19,343,1,2,30,14,86.8,22,8,1939,0.3125
"5739",1,22,19,336,3,0,24,31,90.7,23,5,1780,0.533333333333333
"5740",1,17,22,373,4,2,31,28,92.7,19,5,1657,0.333333333333333
"5741",0,43,12,280,0,6,10,25,142.8,32,6,1663,0.25
"5742",1,13,21,364,3,1,29,6,81.3,22,6,1842,0.4375
"5743",0,9,13,237,0,2,22,10,68.6,19,2,1658,0.4
"5744",1,38,21,336,0,1,24,10,114.1,29,4,1854,0.538461538461538
"5745",1,26,15,287,2,3,17,9,56,30,5,1855,0.133333333333333
"5746",0,17,24,415,3,3,38,14,73.8,16,3,2009,0.5625
"5747",1,21,13,253,1,2,14,18,51.5,33,6,1978,0.25
"5748",0,24,15,321,2,0,32,21,86.1,13,8,1573,0.266666666666667
"5749",0,17,16,268,1,0,16,12,104.3,33,5,1743,0.454545454545455
"5750",1,27,15,342,0,3,14,0,123.8,36,5,1856,0.384615384615385
"5751",1,32,23,349,3,2,23,53,86,27,6,1803,0.307692307692308
"5752",0,41,21,428,0,3,21,0,136.7,34,3,1913,0.538461538461538
"5753",1,10,14,313,2,1,28,16,81.3,24,7,1767,0.1875
"5754",0,14,13,209,1,1,11,31,90.5,28,7,1469,0.333333333333333
"5755",1,21,22,368,1,0,28,7,81.1,23,5,1800,0.384615384615385
"5756",0,31,26,375,4,1,24,38,71.5,28,3,1882,0.25
"5757",1,33,18,420,0,1,11,27,146.5,36,3,1873,0.615384615384615
"5758",0,22,13,280,0,4,17,26,87.3,33,8,1996,0.3125
"5759",0,13,16,319,1,1,20,8,74.4,30,7,1975,0.2
"5760",0,22,25,415,2,0,21,5,105.8,28,3,1832,0.416666666666667
"5761",1,30,15,390,0,1,11,8,125.6,36,6,1687,0.5
"5762",0,20,18,412,2,1,19,8,73.8,32,7,2102,0.375
"5763",0,25,21,452,0,1,16,23,108.9,31,4,1856,0.384615384615385
"5764",1,16,19,408,2,2,13,7,78.9,40,3,1890,0.428571428571429
"5765",1,22,18,295,1,3,18,0,82.7,43,5,2353,0.45
"5766",0,7,11,160,0,1,15,16,76.9,24,7,1627,0.230769230769231
"5767",1,31,16,393,1,1,19,0,113.2,19,3,1248,0.3
"5768",1,33,16,297,1,5,14,30,46.9,32,5,1560,0.307692307692308
"5769",0,16,24,378,0,1,27,2,94.4,32,4,2171,0.466666666666667
"5770",0,30,15,305,0,3,12,12,94.8,27,6,1466,0.333333333333333
"5771",1,45,29,492,2,1,16,0,103.8,44,3,2111,0.615384615384615
"5772",0,25,16,267,0,0,14,21,85.4,22,7,1378,0.230769230769231
"5773",1,25,25,376,0,0,20,9,65.5,26,3,1809,0.307692307692308
"5774",0,25,30,425,1,0,27,26,85.7,38,3,2417,0.705882352941177
"5775",0,16,20,342,1,2,19,7,69.8,34,5,1931,0.25
"5776",1,28,15,304,0,0,12,15,111.1,29,6,1585,0.416666666666667
"5777",0,24,24,382,2,0,18,21,53.3,30,5,1815,0.6
"5778",1,20,14,275,1,3,15,20,96.7,18,6,1279,0.333333333333333
"5779",1,33,29,451,0,0,17,3,100.6,40,2,2059,0.444444444444444
"5780",1,31,30,589,0,1,26,12,117.1,49,4,2433,0.444444444444444
"5781",0,10,14,230,3,0,15,20,50.7,28,6,1713,0.375
"5782",1,21,23,408,1,2,16,6,91.1,42,6,1984,0.470588235294118
"5783",0,3,10,176,0,0,17,18,76.6,23,6,1267,0.307692307692308
"5784",1,26,16,272,0,2,20,16,123.4,33,5,1826,0.375
"5785",0,23,15,281,0,3,12,18,102.9,36,4,1725,0.461538461538462
"5786",0,16,17,221,1,3,20,27,60.5,24,7,1799,0.333333333333333
"5787",1,30,23,434,1,3,20,7,95.6,33,2,1610,0.625
"5788",1,34,17,331,0,4,20,0,101.6,37,5,2137,0.4
"5789",0,21,21,307,3,0,29,41,104.6,22,6,1590,0.375
"5790",1,10,10,198,1,1,16,6,65.9,15,6,1117,0.181818181818182
"5791",0,24,18,393,6,0,21,4,39.4,22,3,1435,0.428571428571429
"5792",0,16,17,268,0,1,19,19,91.7,37,7,1998,0.352941176470588
"5793",1,3,16,268,1,1,15,30,39.1,26,4,1559,0.384615384615385
"5794",1,13,14,319,2,0,7,0,57.3,51,6,1945,0.555555555555556
"5795",1,24,21,328,0,3,17,12,92.9,30,5,1655,0.466666666666667
"5796",0,16,17,326,0,1,21,39,74.7,24,3,1696,0.470588235294118
"5797",0,22,23,312,0,1,19,18,101.8,32,4,1864,0.416666666666667
"5798",0,3,10,153,2,1,11,28,17.1,22,8,1486,0.133333333333333
"5799",1,20,17,293,2,0,18,36,58.8,22,5,1618,0.357142857142857
"5800",0,27,16,292,0,3,15,32,105.1,38,6,2145,0.307692307692308
"5801",0,0,11,145,3,2,16,64,29.7,16,8,1523,0.1875
"5802",1,13,18,223,1,3,10,3,39.4,43,4,2029,0.307692307692308
"5803",0,13,12,229,3,3,16,16,49.4,27,6,1980,0.4
"5804",0,5,15,303,5,0,20,7,38.8,22,4,1601,0.222222222222222
"5805",1,6,16,333,2,0,24,26,69.9,19,5,1690,0.285714285714286
"5806",1,9,22,264,4,1,31,22,43.4,28,5,2043,0.333333333333333
"5807",0,41,23,451,0,2,16,8,117.3,46,4,2362,0.5
"5808",1,24,18,327,0,2,8,0,89.8,35,7,1638,0.2
"5809",0,17,24,415,3,1,18,14,69.9,31,4,1977,0.384615384615385
"5810",1,23,24,368,3,2,18,14,41.7,31,1,2027,0.5
"5811",1,14,20,312,0,0,13,9,87.8,37,6,1866,0.25
"5812",0,12,14,289,3,3,20,0,52.6,18,6,1462,0.166666666666667
"5813",1,42,23,381,1,4,17,9,113.5,33,3,1818,0.454545454545455
"5814",0,17,23,370,4,1,24,12,69.9,25,3,1679,0.5
"5815",0,28,24,388,0,2,19,16,98.9,34,7,1958,0.384615384615385
"5816",1,21,25,416,2,4,23,2,80.9,36,5,2214,0.384615384615385
"5817",1,10,23,375,4,1,22,40,28.6,22,6,1960,0.153846153846154
"5818",0,14,18,313,1,0,23,15,96.4,27,6,1872,0.307692307692308
"5819",1,31,17,305,0,2,16,14,109.1,23,3,1589,0.3
"5820",1,13,16,253,1,1,16,14,79.9,20,6,1443,0.4
"5821",1,24,18,268,0,0,14,14,107.5,39,3,1907,0.5
"5822",0,16,20,344,0,0,22,6,73.2,20,4,1694,0.384615384615385
"5823",0,37,22,424,0,1,21,0,117.7,34,5,1809,0.357142857142857
"5824",1,20,22,424,1,1,15,5,92.1,47,4,2104,0.5
"5825",0,26,22,356,0,2,20,27,132,34,3,1998,0.428571428571429
"5826",1,17,16,209,1,1,17,41,59.5,23,7,1631,0.235294117647059
"5827",0,17,17,261,2,5,13,8,63.9,38,6,1940,0.428571428571429
"5828",0,17,14,268,0,1,13,32,97.6,23,6,1268,0.181818181818182
"5829",1,6,17,309,3,1,21,1,49.6,20,6,1719,0.285714285714286
"5830",1,27,31,404,2,2,33,6,104.1,32,1,2477,0.5
"5831",0,31,23,523,1,0,24,4,146.2,23,4,1735,0.5
"5832",1,35,23,375,2,2,24,37,124.2,21,2,1668,0.5
"5833",0,30,21,337,0,2,24,14,114.1,24,3,1698,0.538461538461538
"5834",0,16,23,370,3,0,29,10,75.9,22,2,1944,0.764705882352941
"5835",1,17,20,206,1,1,14,0,73.4,23,4,1335,0.444444444444444
"5836",0,18,26,422,1,2,30,11,88.9,27,0,2073,0.272727272727273
"5837",1,24,22,339,1,1,11,5,64.4,38,3,1754,0.454545454545455
"5838",1,44,27,420,0,4,31,29,135.3,19,2,1921,0.416666666666667
"5839",0,30,22,369,2,2,33,0,85.1,18,4,1820,0.461538461538462
"5840",1,27,23,332,3,1,19,17,102.1,30,3,1796,0.444444444444444
"5841",0,34,31,449,1,2,32,7,138.3,27,1,2098,0.444444444444444
"5842",1,26,21,334,2,2,24,8,76.7,27,5,2115,0.5
"5843",0,48,29,534,1,1,28,7,113.7,24,1,2030,0.692307692307692
"5844",0,38,31,474,0,0,30,0,133.7,31,2,2381,0.416666666666667
"5845",1,56,24,455,2,4,24,11,109.2,25,4,1642,0.4
"5846",1,16,22,371,1,0,30,16,78.4,25,4,1997,0.444444444444444
"5847",0,35,21,314,2,3,17,8,74.2,30,4,1706,0.538461538461538
"5848",1,43,29,481,0,3,33,0,128.9,33,2,2137,0.6
"5849",1,40,26,450,1,5,21,5,100.3,40,1,2295,0.416666666666667
"5850",0,38,20,436,0,4,15,0,139.1,28,4,1655,0.454545454545455
"5851",0,31,28,417,1,1,35,18,106.3,23,2,1970,0.538461538461538
"5852",1,26,24,351,0,2,29,0,97.9,23,4,1847,0.461538461538462
"5853",0,6,17,301,3,1,31,35,59.6,14,3,1838,0.4
"5854",0,45,26,489,2,5,21,16,125.6,24,2,1647,0.571428571428571
"5855",1,15,19,311,4,0,24,8,60.4,13,1,1333,0.5
"5856",0,31,21,361,2,1,23,12,113.4,32,3,2078,0.615384615384615
"5857",1,10,16,230,1,1,15,14,73.1,25,5,1679,0.307692307692308
"5858",0,27,27,466,1,0,36,15,84.9,19,6,1941,0.153846153846154
"5859",1,31,21,312,1,1,19,17,89.5,27,5,1715,0.428571428571429
"5860",0,33,28,428,0,2,30,0,104.4,28,0,2109,0.5
"5861",1,29,28,351,3,1,11,2,16.7,44,0,2167,0.583333333333333
"5862",1,27,25,424,0,0,25,0,84.9,33,7,2220,0.444444444444444
"5863",0,31,23,413,4,3,26,5,111.3,25,0,1874,0.9
"5864",1,41,23,414,0,4,26,4,122.2,24,3,1894,0.384615384615385
"5865",0,19,31,497,1,0,42,18,93.5,23,1,2440,0.611111111111111
"5866",0,23,22,326,2,2,19,12,67,25,3,1310,0.363636363636364
"5867",1,38,21,552,2,2,22,0,128.5,18,2,1432,0.555555555555556
"5868",0,24,26,443,1,2,27,11,116.5,31,2,1888,0.363636363636364
"5869",1,27,20,369,2,1,13,2,74.7,27,2,1572,0.285714285714286
"5870",0,17,19,317,2,1,18,22,44.1,22,2,1636,0.615384615384615
"5871",1,30,29,486,4,2,29,19,76.8,27,3,2026,0.538461538461538
"5872",1,31,22,357,0,1,18,11,98.7,33,2,1718,0.272727272727273
"5873",0,28,28,401,1,2,24,16,79.2,29,4,1886,0.583333333333333
"5874",0,24,22,355,1,0,22,0,106,37,3,2288,0.6
"5875",1,20,14,232,0,2,16,17,83.9,24,8,1535,0.153846153846154
"5876",1,32,29,446,1,0,25,8,118.3,29,5,1793,0.571428571428571
"5877",0,35,20,426,3,2,15,0,71.3,31,3,1728,0.545454545454545
"5878",1,35,18,327,3,3,19,17,103.8,25,3,1643,0.583333333333333
"5879",1,20,16,320,1,2,21,28,84.3,20,5,1685,0.384615384615385
"5880",0,35,24,410,0,2,21,36,103.6,29,7,1852,0.428571428571429
"5881",0,28,15,373,0,1,17,24,115.9,21,7,1627,0.384615384615385
"5882",1,12,21,353,2,1,27,7,77.8,25,5,1977,0.357142857142857
"5883",0,27,17,352,1,5,21,26,99.8,27,4,1848,0.25
"5884",1,31,23,474,1,2,23,6,132.8,38,2,2043,0.5
"5885",0,19,21,326,4,3,26,4,56.5,24,5,2004,0.555555555555556
"5886",1,26,19,402,0,2,17,11,92.2,31,4,1910,0.466666666666667
"5887",0,59,28,592,0,3,20,1,150.6,38,4,2291,0.615384615384615
"5888",1,27,17,392,2,5,24,14,81.5,26,3,2044,0.214285714285714
"5889",0,26,24,398,1,0,29,40,90.4,22,3,1918,0.307692307692308
"5890",1,34,22,416,1,2,22,1,103.2,29,3,1909,0.5
"5891",0,30,18,429,2,2,16,12,88.3,27,3,1671,0.363636363636364
"5892",0,38,19,418,3,2,21,21,95.1,21,6,1591,0.363636363636364
"5893",1,14,24,331,3,1,25,39,70.3,22,5,1779,0.363636363636364
"5894",1,13,14,244,4,1,18,39,32.5,28,7,1850,0.25
"5895",0,31,27,403,1,1,14,20,81.1,32,3,1814,0.615384615384615
"5896",0,31,27,447,3,2,26,0,102.8,30,4,1803,0.454545454545455
"5897",1,16,25,376,3,0,20,12,45.7,40,2,2211,0.466666666666667
"5898",1,23,23,513,3,1,30,11,98.6,20,2,1868,0.384615384615385
"5899",0,24,24,489,5,1,26,0,66.1,20,2,1582,0.222222222222222
"5900",0,20,22,422,2,4,18,7,63.3,38,3,2288,0.375
"5901",1,34,31,495,0,1,21,23,126.5,38,2,2529,0.583333333333333
"5902",1,24,20,330,2,2,21,2,58.8,23,2,1593,0.571428571428571
"5903",1,17,15,289,2,2,16,5,31.9,24,8,1698,0.2
"5904",0,17,17,391,3,2,23,3,68.6,33,6,2178,0.529411764705882
"5905",1,20,23,466,1,0,26,7,79.6,17,5,1637,0.307692307692308
"5906",0,14,20,330,4,0,17,10,51.3,25,4,1780,0.25
"5907",0,26,18,239,2,3,15,20,67.1,32,10,1881,0.266666666666667
"5908",1,45,20,420,4,4,15,14,104.4,33,4,1803,0.5
"5909",0,20,20,386,1,0,18,12,106.4,26,6,1657,0.384615384615385
"5910",1,34,24,390,2,1,24,20,102,19,4,1759,0.454545454545455
"5911",0,17,25,456,5,4,29,11,50.1,30,6,2158,0.421052631578947
"5912",1,24,26,486,4,2,23,14,92.8,41,5,2061,0.466666666666667
"5913",0,6,16,307,3,0,17,23,62.2,21,5,1527,0.357142857142857
"5914",1,19,22,422,0,1,19,10,98.1,36,4,2001,0.333333333333333
"5915",0,14,19,246,2,0,20,7,103.2,23,4,1589,0.4
"5916",1,23,24,357,3,1,28,25,75.1,29,5,1999,0.470588235294118
"5917",1,17,20,270,0,0,21,13,82.8,24,3,1625,0.461538461538462
"5918",0,13,24,447,2,2,22,46,67.7,29,4,2010,0.375
"5919",1,23,23,369,2,0,28,11,93.3,23,7,1922,0.1
"5920",0,6,16,257,3,0,21,27,38,21,5,1884,0.368421052631579
"5921",1,22,18,311,3,0,16,12,86.8,26,2,1488,0.25
"5922",0,33,23,423,1,0,22,11,95.2,26,2,1602,0.6
"5923",0,23,23,367,1,0,32,43,95.1,16,7,1791,0.388888888888889
"5924",1,13,10,219,5,2,16,3,62.3,19,7,1340,0.25
"5925",1,20,25,411,2,1,32,24,83.8,22,2,1837,0.333333333333333
"5926",0,7,18,317,1,0,21,4,70.4,27,4,1707,0.285714285714286
"5927",0,33,26,443,2,3,15,23,108.7,49,6,1959,0.466666666666667
"5928",1,30,22,511,0,2,23,17,118.2,19,3,1183,0.454545454545455
"5929",1,16,21,431,5,0,13,34,44.7,27,4,1253,0.3
"5930",0,20,21,450,0,0,17,13,96.7,35,5,1598,0.5
"5931",0,36,28,439,0,4,22,3,98.1,37,6,1927,0.473684210526316
"5932",0,31,21,425,1,1,22,9,132.1,33,5,1574,0.5
"5933",1,3,19,278,3,2,22,15,30.5,23,9,1427,0.222222222222222
"5934",1,7,15,200,3,1,23,36,51.1,19,6,1315,0.25
"5935",0,49,21,542,0,2,24,1,158.3,25,6,1326,0.4
"5936",0,27,19,415,1,2,12,17,146.1,37,2,1536,0.363636363636364
"5937",1,24,22,402,0,2,17,22,100.8,33,6,1578,0.307692307692308
"5938",1,24,23,307,0,3,21,35,107.7,34,8,1761,0.3125
"5939",1,34,23,478,1,3,11,0,73.9,46,6,1887,0.25
"5940",0,30,25,475,1,1,30,32,100.7,13,4,1414,0.5
"5941",1,54,28,514,1,2,21,5,130.8,36,2,1820,0.555555555555556
"5942",0,24,21,366,1,3,17,34,114.6,34,5,1783,0.384615384615385
"5943",1,34,24,420,3,1,27,47,83.1,32,6,1846,0.421052631578947
"5944",0,30,24,458,1,2,21,0,84.4,27,4,1425,0.416666666666667
"5945",1,37,22,379,1,1,27,0,114.4,25,4,1512,0.363636363636364
"5946",0,21,11,213,4,1,21,4,41.9,12,6,1063,0.384615384615385
